activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,549300HKYBSATM44Q425,39300,RI,44007,44007012300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,15000.0,85.34,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,144,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,4,,,6449,5.67999999999999972,80600,117,1860,2796,43
2018,549300HKYBSATM44Q425,12700,MA,25001,25001012200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,2,2,55000.0,90.0,4.99,1.023,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,80,46,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5094,3.2799999999999998,86200,124,1763,2722,39
2018,549300HKYBSATM44Q425,15764,MA,25017,25017368600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,2,2,2,1,1,105000.0,50.62,6.0,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,685000,1,3,3,5,2,NA,198,20%-<30%,3,3,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5647,40.3599999999999994,110300,81,882,1905,76
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,25000.0,42.39,4.99,1.024,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,49,42,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,6040,7.46999999999999975,80600,90,1661,2450,32
2018,549300HKYBSATM44Q425,39300,RI,44005,44005040102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,105000.0,77.5,1.99,-0.31,2,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,625000,1,1,3,5,1,NA,228,40,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5817,6.87999999999999989,80600,151,1741,2488,40
2018,549300HKYBSATM44Q425,35980,CT,09011,09011705300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,1,255000.0,65.0,5.25,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,395000,1,3,3,5,3,NA,289,37,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3601,9.02999999999999936,86500,135,1138,1656,51
2018,549300HKYBSATM44Q425,39300,RI,44005,44005040102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,2,2,1,1,105000.0,97.788,NA,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,375000,1,3,3,5,2,NA,228,39,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,4,,,,5817,6.87999999999999989,80600,151,1741,2488,40
2018,549300HKYBSATM44Q425,14860,CT,09001,09001011000,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,505000.0,50.0,4.5,-0.28,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,6005000,1,2,3,5,1,NA,4065,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5470,18.9200000000000017,111200,237,1472,1614,59
2018,549300HKYBSATM44Q425,14454,MA,25025,25025060600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,605000.0,32.38,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,1855000,1,1,3,5,1,NA,154,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,1,,,2679,14.6300000000000008,99300,166,678,568,24
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,1,1,2,1,2,165000.0,65.31,1.99,-0.53,3,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,245000,1,2,3,5,1,NA,154,42,3,3,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4016,13.3200000000000003,80600,105,1170,1805,51
2018,549300HKYBSATM44Q425,39300,RI,44005,44005041300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,4,2,2,2,2,45000.0,7.9033,4.99,1.023,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,74,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5464,5.26999999999999957,80600,138,1864,2788,47
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,15000.0,24.95,4.24,0.405,2,0.0,NA,0.0,,,60,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,80,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2554,7.66999999999999993,80600,144,981,1254,58
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,55000.0,12.12,5.5,0.72,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,415000,1,1,3,5,1,NA,132,<20%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,5001,7.25999999999999979,80600,116,1715,2748,38
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051305,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,55000.0,90.0,5.75,0.82,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,535000,1,1,3,5,1,NA,202,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4013,9.26999999999999957,80600,124,1019,1278,32
2018,549300HKYBSATM44Q425,15764,MA,25017,25017368400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,2,2,2,1,1,105000.0,48.38,6.0,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,695000,1,3,3,5,2,NA,198,20%-<30%,3,3,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,8610,34.1799999999999997,110300,85,1131,1623,62
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051305,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000.0,54.29,4.75,-0.03,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,385000,1,1,3,5,1,NA,59,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4013,9.26999999999999957,80600,124,1019,1278,32
2018,549300HKYBSATM44Q425,35980,CT,09011,09011705300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,305000.0,80.0,1.99,-0.5,2,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,375000,1,1,3,5,1,NA,257,20%-<30%,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3601,9.02999999999999936,86500,135,1138,1656,51
2018,549300HKYBSATM44Q425,99999,MA,25007,25007200400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,4,2,2,1,2,155000.0,64.44,4.75,-0.03,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,1145000,1,2,3,5,1,NA,150,38,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4150,9.88000000000000078,80700,110,1297,4563,32
2018,549300HKYBSATM44Q425,39300,RI,44003,44003022201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,65000.0,79.93,1.99,-0.03,2,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,305000,1,1,3,5,1,NA,84,30%-<36%,3,3,2,,,,,2,,,,,1,2,5,,,,,5,,,,,1,2,1,2,1,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6551,11.0099999999999998,80600,148,2008,2155,44
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,105000.0,68.49,4.25,-0.53,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,145000,1,1,3,5,1,NA,40,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2771,5.91999999999999993,80600,120,929,2150,36
2018,549300HKYBSATM44Q425,39300,RI,44001,44001030902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,1,25000.0,44.58,5.75,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,245000,1,3,3,5,1,NA,21,41,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6651,6.78000000000000025,80600,121,2061,2762,42
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,1,2,305000.0,46.37,4.0,-0.74,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,645000,1,1,3,5,1,NA,83,36,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,7186,5.62000000000000011,80600,153,2502,3825,36
2018,549300HKYBSATM44Q425,15764,MA,25017,25017339802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,2,2,45000.0,90.0,5.99,2.024,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,90,44,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,4137,32.3900000000000006,110300,74,886,1104,43
2018,549300HKYBSATM44Q425,15764,MA,25017,25017374500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,2,2,85000.0,88.89,5.99,2.024,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,905000,1,1,3,5,1,NA,327,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4799,27.879999999999999,110300,140,1218,1554,76
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051503,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,2,2,1,2,1005000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,NA,1,1,3,5,1,NA,469,NA,9,9,2,,,,,2,,,,,2,1,5,,,,,5,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,4435,6,80600,148,1209,2297,42
2018,549300HKYBSATM44Q425,39300,RI,44007,44007013800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,55000.0,55.25,4.99,1.014,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,101,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4740,18.6700000000000017,80600,100,1437,1850,63
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000.0,45.27,4.25,-0.53,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,225000,1,1,3,5,1,NA,33,43,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,8123,5.49000000000000021,80600,110,2619,3394,43
2018,549300HKYBSATM44Q425,15764,MA,25017,25017320104,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,31,2,2,1,2,405000.0,92.85,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,1605000,1,1,3,5,1,NA,519,30%-<36%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,3,,,7742,4.96999999999999975,110300,166,2174,2529,31
2018,549300HKYBSATM44Q425,39300,RI,44007,44007014800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,55000.0,19.23,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,265000,1,1,3,5,1,NA,20,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,3,1,,,5389,13.5800000000000001,80600,83,1507,1811,47
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,31,1,2,1,2,245000.0,80.0,1.99,-0.5,2,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,315000,1,1,3,5,1,NA,81,41,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,5974,7.79999999999999982,80600,64,1020,2526,76
2018,549300HKYBSATM44Q425,39300,RI,44007,44007003400,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,2,2,1,2,235000.0,79.98,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,805000,1,1,3,5,1,NA,439,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,9,,,,5046,8.48000000000000043,80600,208,1476,1788,76
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,125000.0,62.15,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,1225000,1,1,3,5,1,NA,215,>60%,3,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,>74,>74,Yes,Yes,1,1,6,,,,,3,1,,,5001,7.25999999999999979,80600,116,1715,2748,38
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,275000.0,37.93,4.25,-0.53,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,725000,1,1,3,5,1,NA,90,43,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2771,5.91999999999999993,80600,120,929,2150,36
2018,549300HKYBSATM44Q425,39300,RI,44007,44007014600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,15000.0,79.99,4.75,0.0,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,215000,1,1,3,5,1,NA,71,30%-<36%,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6890,14.0800000000000001,80600,153,2156,2353,30
2018,549300HKYBSATM44Q425,39300,RI,44005,44005040103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,2,2,1,2,75000.0,85.26,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,555000,1,1,3,5,1,NA,304,20%-<30%,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,4,3,,,6439,8.19999999999999929,80600,139,1935,3007,43
2018,549300HKYBSATM44Q425,39300,RI,44007,44007010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,4,1,2,1,1,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,NA,1,3,3,5,1,NA,131,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,7154,37.5300000000000011,80600,69,1149,2492,76
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,135000.0,45.65,4.75,-0.27,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,445000,1,1,3,5,1,NA,82,38,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,7186,5.62000000000000011,80600,153,2502,3825,36
2018,549300HKYBSATM44Q425,39300,RI,44005,44005041300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,105000.0,104.539,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,455000,1,1,3,5,1,NA,288,20%-<30%,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,5464,5.26999999999999957,80600,138,1864,2788,47
2018,549300HKYBSATM44Q425,35980,CT,09011,09011705200,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,1005000.0,71.24,5.0,-0.22,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,2115000,1,1,3,5,1,NA,1844,<20%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,3430,4.33999999999999986,86500,133,1093,1993,64
2018,549300HKYBSATM44Q425,39300,RI,44003,44003020400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,1,2,95000.0,80.0,4.5,-0.28,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,125000,1,1,3,5,1,NA,85,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,2586,9.74000000000000021,80600,82,615,1147,75
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050401,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,1,1,2,2,2,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,300,NA,9,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,4582,4.32000000000000028,80600,173,1382,1580,31
2018,549300HKYBSATM44Q425,14454,MA,25021,25021400400,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Sex Not Available,4,0,2,1,31,1,2,2,2,985000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,224,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6129,21.2100000000000009,99300,155,1402,992,74
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,1,2,55000.0,111.69,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,295000,1,1,3,5,1,NA,123,<20%,3,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,2,2,55-64,55-64,No,Yes,1,1,6,,,,,3,4,,,4745,16.0599999999999987,80600,94,1182,1508,30
2018,549300HKYBSATM44Q425,14454,MA,25025,25025070101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,4,2,2,1,1,115000.0,64.99,5.5,NA,3,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,775000,1,3,3,5,1,NA,127,42,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,5668,38.3900000000000006,99300,134,913,150,33
2018,549300HKYBSATM44Q425,14454,MA,25021,25021410400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,115000.0,76.96,4.75,0.0,2,NA,NA,NA,NA,NA,358,NA,1,2,1,2,2,415000,1,1,3,5,1,NA,175,48,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5928,11.5,99300,106,1336,1759,50
2018,549300HKYBSATM44Q425,39300,RI,44009,44009051502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,65000.0,52.35,1.99,-0.03,2,NA,NA,NA,NA,NA,358,36,12,2,1,2,2,305000,1,1,3,5,1,NA,134,<20%,3,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,2,1,45-54,45-54,No,No,1,1,6,,,,,10,,,,7186,5.62000000000000011,80600,153,2502,3825,36
2018,549300HKYBSATM44Q425,39300,RI,44009,44009041500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,165000.0,67.45,4.99,1.064,2,0.0,NA,0.0,,,180,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,69,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,906,5.62999999999999989,80600,124,330,1776,42
2018,549300HKYBSATM44Q425,39300,RI,44009,44009050302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,105000.0,44.85,4.5,-0.25,2,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,425000,1,1,3,5,1,NA,78,37,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2748,8.58999999999999986,80600,137,819,1284,59
2018,549300HKYBSATM44Q425,39300,RI,44003,44003022400,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,1,2,505000.0,72.48,NA,NA,3,NA,NA,NA,NA,NA,358,36,1,2,1,2,2,685000,1,1,3,5,1,NA,77,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,2268,8.33000000000000007,80600,135,789,943,56
